Product ID,Category,Sub Category,Product Name,Supplier ID
TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",57810
OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",89011
OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,60372
OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,28108
OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,77942
FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,53446
OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",72011
OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",28369
OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",24506
OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,57350
OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",17793
FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,45337
OFF-AR-10003732,Office Supplies,Art,Newell 333,38022
FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,80459
OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,42937
OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,90911
OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,39322
OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,69221
TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,60900
OFF-AR-10000658,Office Supplies,Art,Newell 324,21689
TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,39983
OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,71611
FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",51100
OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,20876
OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,98591
OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",27569
OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,31975
OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",31415
TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,70651
FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",27237
TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,97109
TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,55916
FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,51618
OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,61339
OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",94016
TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,81003
TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,84329
OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,93975
OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,95199
OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,29014
OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,29366
OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",44568
OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,51875
OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",37612
OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,61287
OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19843
OFF-AP-10004249,Office Supplies,Appliances,Staple holder,11280
TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,95674
TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,24888
OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",22617
FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",35657
OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",11554
OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,95265
OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,60372
FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,87767
OFF-PA-10000157,Office Supplies,Paper,Xerox 191,85556
OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,97708
FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,70271
OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,98724
OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",57248
TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,75943
FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",19503
OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,36750
FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,10354
FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,97835
OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,17500
TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",44530
OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,65056
OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,87502
OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,76980
OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,71245
OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,75864
TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,21904
TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",44273
OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,28090
FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,68552
FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,13832
OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,32153
OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,77436
OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",73363
FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,96945
OFF-LA-10001317,Office Supplies,Labels,Avery 520,40270
FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",31874
OFF-AR-10000588,Office Supplies,Art,Newell 345,35117
OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,12758
OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,48971
OFF-AR-10004974,Office Supplies,Art,Newell 342,29232
TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,12194
OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,38523
TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,80469
FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",95014
FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,92215
OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,25446
OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,14524
TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,64794
OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,18450
FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,73639
OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,20655
OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,55819
OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",79335
FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,83329
OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,23201
OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",11344
OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,17938
FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",39499
TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,22451
OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",89929
OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",39424
OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,18320
TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,32432
OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,12753
OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",10729
TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,70495
TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,98911
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,70835
FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,83831
TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,94603
TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,63853
TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,91285
OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,50267
OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,36730
TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,44476
FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,17597
OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",22946
OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,23196
FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",89353
FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,45988
FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,71568
OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,65010
FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,65851
OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,61714
OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",88764
OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,66563
OFF-AR-10003856,Office Supplies,Art,Newell 344,83431
OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,28412
OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,11740
FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,15756
TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,33724
OFF-AR-10003811,Office Supplies,Art,Newell 327,66905
OFF-AR-10001246,Office Supplies,Art,Newell 317,60205
TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,60658
OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,23237
OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),80896
OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,88992
OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,11878
OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,53215
TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,73605
TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,83470
OFF-FA-10002815,Office Supplies,Fasteners,Staples,37076
FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,39614
OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,31086
OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",51377
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,13481
FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,27424
TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,53889
OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,25337
OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",65742
OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,90600
OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,83307
FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",96159
TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,26222
TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,22626
TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,38335
TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,89869
OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,27084
OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,29671
OFF-SU-10001935,Office Supplies,Supplies,Staple remover,26646
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,59951
FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",53787
OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,12758
OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,64603
OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,91215
OFF-LA-10001297,Office Supplies,Labels,Avery 473,40464
OFF-PA-10003441,Office Supplies,Paper,Xerox 226,24571
OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",83994
OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",46970
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",27690
TEC-PH-10002496,Technology,Phones,Cisco SPA301,75332
OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,81544
OFF-PA-10004451,Office Supplies,Paper,Xerox 222,45416
FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,98460
TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,41760
OFF-AR-10003394,Office Supplies,Art,Newell 332,36738
OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,37946
FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",16364
TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,96104
OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,35657
OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",89523
TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,29798
OFF-AR-10004078,Office Supplies,Art,Newell 312,95990
FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,84341
OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,61561
TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,90130
TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,28021
OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",39524
OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,82655
OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,86282
TEC-PH-10003092,Technology,Phones,Motorola L804,93292
OFF-LA-10004345,Office Supplies,Labels,Avery 493,77326
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,45866
TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,97011
OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,81235
FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",35999
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",68942
OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,77516
TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,18744
OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",62092
FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",48966
FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",17527
OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,65429
OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,56343
TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,56907
TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",71647
FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,55968
OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,93311
OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,44546
OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,19951
FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,79048
OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,97400
OFF-LA-10002787,Office Supplies,Labels,Avery 480,78918
OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,94104
OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",49471
OFF-FA-10003112,Office Supplies,Fasteners,Staples,25047
OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,94536
TEC-PH-10003273,Technology,Phones,AT&T TR1909W,20563
TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,94414
TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,48936
OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,59860
OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,48641
OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,42448
OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,51110
OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,20973
OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",76388
OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",69767
OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,92722
TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,19996
FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",82268
FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",89179
OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",16401
OFF-AR-10001954,Office Supplies,Art,Newell 331,67796
OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,28737
OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",29218
OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,44505
TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",13971
FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",63304
OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,75599
OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,24448
TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,95731
OFF-LA-10001934,Office Supplies,Labels,Avery 516,36554
FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",24421
FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,85834
OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,40222
TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,21143
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,55611
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",52532
OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",79350
OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,83021
FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",59523
FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",45327
FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,65654
OFF-PA-10001800,Office Supplies,Paper,Xerox 220,30273
OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,46510
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,11863
OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",57705
OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,16039
TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,67456
OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,28056
FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",62127
FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,69976
FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",59523
OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,86094
OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",22967
TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,62302
OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,45200
FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",89094
OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",89120
TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,57657
FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,97040
OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,52207
TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,63691
OFF-LA-10003223,Office Supplies,Labels,Avery 508,89924
OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,62946
OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,94354
OFF-PA-10004971,Office Supplies,Paper,Xerox 196,32744
OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",42981
TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,43305
OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,69159
FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,65995
OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,93731
TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,96756
FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,12645
FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,22984
TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,93992
OFF-LA-10004484,Office Supplies,Labels,Avery 476,17647
OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,55309
TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,35223
OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,70594
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,70729
FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,23160
FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,99359
OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,55072
OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,78370
OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,31141
FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",86254
OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",74326
FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,97304
FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",68678
TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,71261
OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,29052
OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,58807
